name,issue,founded,subject,StateAbb,region,ccode,country,city,acronym,type1,type2,type3,dissolved,staff_total,staff_central,staff_regional,links,member_countries,member_regions
International Association of Fishing Industry Workers' Unions,Maritime,1992,NA,RUS,europe,365,Russia,Moscow,NA,D,NA,Trade and Labour Unions,NA,NA,NA,NA,NA,0,0
International Confederation of Joint Venture Workers' Unions,Industry,1992,NA,RUS,europe,365,Russia,Moscow,NA,D,NA,Trade and Labour Unions,2014,NA,NA,NA,NA,0,0
International Youth Human Rights Movement,Rights,2001,NA,RUS,europe,365,Russia,Voronezh,YHRM,F,NA,Human Rights Organizations,NA,15,15,0,"ILO, FAO, OHCHR, IFAD, UNDO",0,0
International Public Foundation,Rights,1989,"Society, Public",RUS,europe,365,Russia,Moscow,INTERLEGAL,F,f,Foundations,2014,NA,NA,NA,NA,4,3
"International Association of Research, Scientific and Technical Libraries",Science; Education,1989,Professions; Information; Libraries; Research; Technical; Science,RUS,europe,365,Russia,Moscow,IARSTL,H,d,Professional Bodies,2007,NA,NA,NA,NA,12,2
International Association of Textile and Light Industry Workers' Unions,Industry,1992,NA,RUS,europe,365,Russia,Moscow,NA,D,NA,Trade and Labour Unions,2014,NA,NA,NA,NA,0,0
Next Einstein Forum,Science; Education,2013,Science,RWA,africa,517,Rwanda,Kigali,NEF,F,y,International Federations,NA,NA,NA,NA,UNESCO,0,0
Pacific Islands GOOS,Maritime,1998,Oceanography,WSM,oceania,990,Samoa,Apia,PI-GOOS,F,y,International Federations,NA,NA,NA,NA,NA,23,1
Arab Sports Confederation,Culture,1976,Amateur; Sport; Competitions ,SAU,asia,670,Saudi Arabia,Riyadh,ASC,H,yd,International Federations,2016,8,8,0,UNESCO,22,2
Guidelines International Network,Health; Communications; Law,2002,Clinical; Care,UKG,europe,200,United Kingdom,Pitlochry,G-I-N,F,y,International Federations,NA,3,3,0,NA,46,5
Environmental Development Action in the Third World,Environment; Development,1972,Environment; Development,SEN,africa,433,Senegal,Dakar,NA,F,y,International Federations,NA,0,0,0,"UNEP, UNCTAD, UNICEF, UNIDO",13,4
African Bureau for the Defence of the Rights of Writers,Rights; Culture,1989,Intellectual Work; Writing; Rights,SEN,africa,433,Senegal,Dakar,ABRW,H,x,Human Rights Organizations,1998,2,2,0,NA,14,3
Inter-African Union of Lawyers,Law; Rights,1980,Peoples; Professions; Law; Legality; Lawyers; Judiciary; Justice; Rights,SEN,africa,433,Senegal,Dakar,IAUL,H,vx,"Professional Bodies, Human Rights Organizations",1998,NA,NA,NA,NA,25,1
Olympafrica International Foundation,Culture; Development,1993,Youth; Living Conditions; Rural; Sport; Development,SEN,africa,433,Senegal,Dakar,NA,F,f,Foundations,NA,NA,NA,NA,"WB, UNESCO",0,0
African Jurists' Association,Law,1979,Detention; Punishment; Maltreatment; Lawyers; Judiciary; Rights; Freedom,SEN,africa,433,Senegal,Dakar,AJA,D,v,Human Rights Organizations,NA,NA,NA,NA,NA,20,1
African Trade Union Confederation,Employment,1962,Workers,SEN,africa,433,Senegal,Dakar,ATUC,H,d,Trade and Labour Unions,1973,NA,NA,NA,NA,0,0
European Magistrates for Democracy and Liberties,Law; Rights,1985,NA,NA,europe,345,Serbia,Belgrade,NA,D,NA,Human Rights Organizations,NA,NA,NA,NA,NA,12,1
Global Dengue and Aedes-transmitted Diseases Consortium,Health,2016,Pathology; Specific Diseases,SIN,asia,830,Singapore,Singapore,GDAC,C,y,International Federations,NA,NA,NA,NA,WHO,0,0
International Association of Labour Inspection,Employment,1972,"Work; Employment Conditions; Inspection, Tests",SIN,asia,830,Singapore,Singapore,IALI,B,y,International Federations,NA,6,6,0,"ILO, WHO",101,5
Asian-Pacific Federation of Clinical Biochemistry,Health; Science,1982,Biochemistry; Clinical,SIN,asia,830,Singapore,Singapore,APFCB,D,y,International Federations,NA,NA,NA,NA,NA,25,4
Architects Regional Council Asia,Settlements; Industry,1979,NA,SIN,asia,830,Singapore,Singapore,ARCASIA,F,NA,Professional Bodies,NA,NA,NA,NA,NA,19,1
Consortium of Non-Traditional Security Studies in Asia,Security; Education,2007,Folk Traditions; Peace Studies; Security,SIN,asia,830,Singapore,Singapore,NTS-Asia,F,y,International Federations,NA,1,1,0,"UNESCO, WHO",0,0
Asia Masters Athletics,Culture,1986,NA,SIN,asia,830,Singapore,Singapore,AMA,D,NA,Alumni and Veterans,NA,NA,NA,NA,NA,24,1
Asian Association for Foundation of Software,Communications; Technology,2000,Informatics; Literature,SIN,asia,830,Singapore,Singapore,AAFS,D,f,Foundations,NA,NA,NA,NA,NA,0,0
Asian Pacific Digestive Week Federation,Health,2003,"Diagnosis; Digestive System; Intestinal Tract; Liver, Pancreas; Surgery",SIN,asia,830,Singapore,Singapore,APDWF,D,y,International Federations,NA,NA,NA,NA,NA,0,0
Urological Association of Asia,Health,1990,Urogenital System,SIN,asia,830,Singapore,Singapore,UAA,D,y,International Federations,NA,1,1,0,NA,26,3
Asian Association of Career Management Professionals,Industry,2001,NA,SIN,asia,830,Singapore,Singapore,AACMP,D,NA,Professional Bodies,2008,NA,NA,NA,NA,0,0
East Asian Forum of Nursing Scholars,Education; Health,1997,NA,SIN,asia,830,Singapore,Singapore,EAFONS,F,NA,Alumni and Veterans,NA,NA,NA,NA,NA,0,0
Asian Venture Philanthropy Network,Finance; Development; Industry,2011,Welfare; Business Enterprises,SIN,asia,830,Singapore,Singapore,AVPN,F,y,International Federations,NA,22,22,0,NA,28,4
LANDSCAPE EUROPE,Environment; Settlements; Population,2001,NA,NA,europe,317,Slovakia,Nitra,NA,F,NA,International Federations,NA,NA,NA,NA,NA,15,1
Network of Institutes and Schools of Public Administration in Central and Eastern Europe,Education,1994,Schools; Public; Administration,NA,europe,317,Slovakia,Bratislava,NISPAcee,F,y,International Federations,NA,4,4,0,UNDP,55,6
European Society of General Practice/Family Medicine,Health,1995,NA,SLV,europe,349,Slovenia,Ljubljana,WONCA Europe,D,NA,International Federations,NA,1,1,NA,WHO,0,0
World Organisation of Systems and Cybernetics,Science,1969,Cybernetics; Systems,SLV,europe,349,Slovenia,Maribor,WOSC,C,y,International Federations,NA,NA,NA,NA,NA,17,4
CEEMAN - International Association for Management Development in Dynamic Societies,Industry,1993,Mechanics; Management,SLV,europe,349,Slovenia,Bled,CEEMAN,D,y,International Federations,NA,3,3,0,"ILO, UNDP",54,4
International Scientific Conference Minorities for Europe of Tomorrow,Science,1989,NA,SLV,europe,349,Slovenia,Maribor,ISCOMET,F,NA,Human Rights Organizations,NA,251,251,0,NA,35,2
University Center for the Euro-Mediterranean Studies,Education,2008,Universities; Regional Affairs,SLV,europe,349,Slovenia,Portoroz,Center EMUNI,D,y,International Federations,NA,11,11,0,NA,34,3
International Association of Sound and Audiovisual Archives,Culture,1969,"Sound; Archives; Radio; Audio, Visual",SAF,africa,560,South Africa,CapeTown,IASA,B,y,International Federations,NA,0,0,0,UNESCO,70,5
African Safari Lodge Foundation,Industry; Transportation,2009,Friendship Groups; Tourism; Outdoor Activities,SAF,africa,560,South Africa,Parkview,ASL Foundation,F,f,Foundations,NA,9,9,0,NA,0,0
ActionAid,Development; Humanitarian,1972,Disadvantaged; Aid; Justice; Equality; Humanitarian,SAF,africa,560,South Africa,Johannesburg,NA,F,f,"Humanitarian Organizations, Human Rights Organizations",NA,2145,1158,987,"UNCTAD, WB, IFAD, UNHCR",46,5
International Association for Educational Assessment,Education,1974,Assessment; Education,SAF,africa,560,South Africa,Johannesburg,IAEA,C,y,International Federations,NA,0,0,0,UNESCO,22,9
African Partnership for Sexual and Reproductive Health and Rights of Women and Girls,Health; Rights; Population,2000,NA,SAF,africa,560,South Africa,EastLondon,AMANITARE,F,NA,Human Rights Organizations,NA,NA,NA,NA,NA,0,0
"Trade Union International of Energy, Metal, Chemical, Oil and Allied Industries",Energy; Industry; Employment,1998,Chemicals; Metallic Elements and Alloys; Petroleum; Energy; Workers; Industry,SAF,africa,560,South Africa,Johannesburg,TUI ENERGY,B,y,"International Federations, Trade and Labour Unions",NA,NA,NA,NA,NA,33,4
Pan African Women's Organization,Rights,1962,NA,SAF,africa,560,South Africa,Pretoria,PAWO,D,NA,Human Rights Organizations,NA,35,35,0,"UNESCO, ILO, UNICEF",54,1
Drynet,Environment,2007,Climate; Arid Zones; Ecology,SAF,africa,560,South Africa,Mowbray,NA,F,y,International Federations,NA,2,2,0,NA,21,4
Sustainable Tourism Certification Alliance Africa,Industry; Development; Environment; Transportation,2014,Tourism; Certification; Sustainable Development,SAF,africa,560,South Africa,Johannesburg,NA,F,y,International Federations,NA,NA,NA,NA,NA,23,3
African Coalition for Corporate Accountability,Industry; Rights,2013,Business Enterprises; Rights; Responsibility,SAF,africa,560,South Africa,Pretoria,ACCA,D,y,"International Federations, Human Rights Organizations",NA,1,1,0,NA,31,1
Association for Progressive Communications,Communications; Culture,1990,Communication; Progress,SAF,africa,560,South Africa,Melville,APC,F,y,"International Federations, Human Rights Organizations",NA,NA,NA,NA,UNDP ,30,5
Global Campaign for Education,Education,1999,Education; Planetary Initiatives,SAF,africa,560,South Africa,Johannesburg,GCE,F,y,International Federations,NA,10,10,0,UNESCO,84,5
International Society for Plant Pathology,Science; Environment,1968,Plants; Pathology,SAF,africa,560,South Africa,Pretoria,ISPP,B,y,International Federations,NA,5,5,0,FAO,50,5
International Federation of Workers' Education Associations,Education; Employment,1947,Workers; Education; Idealism,SAF,africa,560,South Africa,CapeTown,IFWEA,B,y,"International Federations, Trade and Labour Unions",NA,2.5,2.5,0,"UNESCO, ILO",50,5
Electoral Institute for Sustainable Democracy in Africa,Rights; Environment; Development; Law,1996,Politics; Democracy; Sustainable Development,SAF,africa,560,South Africa,AucklandPark,EISA,D,j,"Institutes, Human Rights Organizations",NA,60,60,0,NA,0,0
Southern African Comparative and History of Education Society,Education,1991,Educaton; History,SAF,africa,560,South Africa,Hatfield,SACHES,D,y,International Federations,NA,NA,NA,NA,"UNESCO, UNICEF",0,0
Africa Health Research Institute,Health; Science,2016,NA,SAF,africa,560,South Africa,Durban,AHRI,D,NA,Institutes,NA,NA,NA,NA,NA,0,0
Africa Foundation for Sustainable Development,Development; Environment,2010,Sustainable Development,SAF,africa,560,South Africa,Bryanston,AFSD,F,f,Foundations,NA,NA,NA,NA,"UNDP, UNIDO",3,1
International Children's Palliative Care Network,Health,2005,Death; Infants; Treatment; Care,SAF,africa,560,South Africa,Durban,ICPCN,F,y,International Federations,NA,6,6,0,"UNICEF, WHO",83,5
African Institute for Community-Driven Development,Development,1998,Communities; Development,SAF,africa,560,South Africa,Johannesburg,Khanya-aicdd,D,j,Institutes,NA,NA,NA,NA,NA,0,0
People's Health Movement,Health,2000,People; Health; Care,SAF,africa,560,South Africa,CapeTown,PHM,F,y,International Federations,NA,NA,NA,NA,NA,0,0
CIVICUS: World Alliance for Citizen Participation,Rights,1993,Society; Participation; Citizenship,SAF,africa,560,South Africa,Johannesburg,NA,F,y,International Federations,NA,36,36,0,UNFPA,105,5
Southern African Music Rights Organizations,Culture; Rights,1961,NA,SAF,africa,560,South Africa,Johannesburg,SAMRO,D,NA,Human Rights Organizations,NA,NA,NA,NA,NA,0,0
FinMark Trust,Finance; Development,2002,Banking; Policy,SAF,africa,560,South Africa,Marshalltown,NA,F,f,Foundations,NA,NA,NA,NA,NA,0,0
Peace Parks Foundation,Environment,1997,Ecology; Parks; Peace,SAF,africa,560,South Africa,Stellenbosch,NA,F,f,Foundations,NA,NA,NA,NA,NA,0,0
Effective Institutions Platform,Development; Public Sector,2012,Public; Management,SAF,africa,560,South Africa,Pretoria,EIP,F,y,International Federations,NA,NA,NA,NA,NA,35,5
Oñati International Institute for the Sociology of Law,Law; Education,1989,Law; Sociology,SPN,europe,230,Spain,Oñati,IISL,F,j,Institutes,NA,9,9,0,NA,33,4
Iberoamerican Foundation for Quality Management,Industry,1998,Quality Unification; Management,SPN,europe,230,Spain,Madrid,NA,F,f,Foundations,NA,5,5,0,NA,17,2
World Association for Psychosocial Rehabilitation,Health,1986,NA,SPN,europe,230,Spain,Madrid,WAPR,B,NA,Human Rights Organizations,NA,NA,NA,NA,ILO,85,4
EuroMed Permanent University Forum,Education,2006,Universities,SPN,europe,230,Spain,Tarragona,EPUF,F,y,International Federations,NA,NA,NA,NA,NA,28,3
WorldCALL,Education; Technology,1998,Educators; Informatics; Languages,SPN,europe,230,Spain,Valencia,NA,C,y,International Federations,NA,NA,NA,NA,NA,0,0
UBUNTU - World Forum of Civil Society Networks,Rights,2001,"Society, Love",SPN,europe,230,Spain,Barcelona,NA,F,y,International Federations,NA,11,11,0,"UNCTAD, UNEP",0,0
International Gas Union,Energy,1931,Gaseous State; Energy; Conditions of Trade; Industry; Utilities,SPN,europe,230,Spain,Barcelona,IGU,C,y,International Federations,NA,8,8,0,"WB, UNESCO; UNIDO",118,10
International Florist Organisation,Agriculture,1958,NA,SPN,europe,230,Spain,Madrid,FLORINT,F,NA,Professional Bodies,NA,NA,NA,NA,NA,29,2
International Commission for Optics,Science,1948,Light,SPN,europe,230,Spain,Ourense,ICO,C,y,International Federations,NA,21,21,0,NA,51,5
Freedom of Information Advocates Network,Law; Rights,2002,Information; Lawyers; Freedom,SPN,europe,230,Spain,Madrid,FOIAnet,F,y,International Federations,NA,NA,NA,NA,NA,76,5
Latin American Association of Metros and Subways,Transportation,1986,Communications; Railways,SPN,europe,230,Spain,Madrid,NA,D,y,International Federations,NA,NA,NA,NA,NA,19,4
International Economic Association,Science,1949,Economics; Economic,SPN,europe,230,Spain,Barcelona,IEA,B,y,International Federations,NA,1,1,0,FAO ,57,5
Archivists without Borders International,Rights; Culture,1986,NA,SPN,europe,230,Spain,Barcelona,AwB International,F,NA,Human Rights Organizations,NA,NA,NA,NA,NA,11,2
International Federation of Persons with Physical Disability,Health,1953,NA,SPN,europe,230,Spain,Madrid,FIMITIC,D,NA,Humanitarian Organizations,NA,3,3,0,"ILO, UNICEF, WHO",26,1
Iberoamerican Association of Postgraduate Universities,Education,1987,Secondary and Higher Education; Universities; Students,SPN,europe,230,Spain,Salamanca,NA,F,y,International Federations,NA,6,6,0,UNESCO,21,2
Human Rights Education Youth Network,Rights; Education,2006,NA,SPN,europe,230,Spain,Murcia,HREYN,F,NA,Human Rights Organizations,NA,NA,NA,NA,NA,0,0
Fundacion Interamericana Ciencia y Vida,Science,1998,Life; Science,SPN,europe,230,Spain,Valencia,FIVC,F,f,Foundations,NA,NA,NA,NA,NA,0,0
ICCA Consortium,Rights; Population; Development,2008,"Minority, Indigenous Groups; Communities",SPN,europe,230,Spain,Barcelona,NA,C,y,International Federations,NA,NA,NA,NA,NA,30,4
Art Nouveau European Route,Culture,2000,Arts; Restoration; Heritage,SPN,europe,230,Spain,Barcelona,NA,F,y,International Federations,NA,2,2,0,NA,25,3
European Federation of Biotechnology,Technology,1978,Biotechnology,SPN,europe,230,Spain,Barcelona,EFB,D,y,International Federations,NA,NA,NA,NA,NA,34,4
Ibero-American Institute of Aeronautic and Space Law and Commercial Aviation,Transportation; Law; Trade,1964,"Aerospace, Space; Aviation; Commerce; Law",SPN,europe,230,Spain,Madrid,NA,D,j,Institutes,NA,12,12,0,NA,26,3
International and Ibero-American Foundation for Administration and Public Affairs,Public Sector,1997,Public; Administration ,SPN,europe,230,Spain,Madrid,NA,D,f,Foundations,NA,NA,NA,NA,NA,0,0
Global University Network for Innovation,Education; Technology,1999,Secondary and Higher Education; Universities; Innovation,SPN,europe,230,Spain,Barcelona,GUNI,F,y,International Federations,NA,2,2,0,UNESCO,0,0
European Institute of Studies on Prevention,Health,1988,Beverages; Prevention; Maltreatment; Study; Pharmacy,SPN,europe,230,Spain,Palma,IREFREA,F,j,Institutes,NA,20,20,0,NA,14,2
"European School of Oral Rehabilitation, Implantology and Biomaterials",Science; Health,1990,NA,SPN,europe,230,Spain,Valencia,ESORIB,F,NA,Professional Bodies,NA,NA,NA,NA,NA,0,0
International Network of Quality Assurance Agencies in Higher Education,Education,1991,"Agencies, Dealers; Quality Unification; Secondary and Higher Education",SPN,europe,230,Spain,Barcelona,INQAAHE,F,y,International Federations,NA,NA,NA,NA,UNESCO,77,5
International Federation of Model Auto Racing,Transportation,1979,Motor Vehicles; Competitions; Modelling,SPN,europe,230,Spain,Bilbao,IFMAR,C,y,International Federations,NA,NA,NA,NA,NA,0,0
Asociacion de Academias de la Lengua Española,Education,1951,Academies; Language Speaking,SPN,europe,230,Spain,Madrid,ASALE,D,y,International Federations,NA,NA,NA,NA,NA,22,3
European Network for Social Intelligence,Science; Communications; Technology,2011,Social; Informatics; Psychology,SPN,europe,230,Spain,Madrid,ENSA,F,y,International Federations,NA,NA,NA,NA,NA,25,3
International Association for Computational Mechanics,Science,1983,Mathematics; Mechanics; Electromagnetism; Heat,SPN,europe,230,Spain,Barcelona,IACM,C,y,International Federations,NA,1,1,0,NA,0,0
Institute of American Economy,Science,1911,Economics,SPN,europe,230,Spain,Barcelona,NA,H,jd,Institutes,1936,NA,NA,NA,NA,0,0
World Association of Agronomists,Science; Agriculture,1994,Agrosciences,SPN,europe,230,Spain,Madrid,WAA,C,y,International Federations,NA,NA,NA,NA,NA,28,5
International Medical Ozone Federation,Health; Environment,2008,Inorganic Chemical Compounds; Medicine,SPN,europe,230,Spain,Madrid,IMEOF,C,y,International Federations,NA,NA,NA,NA,NA,19,4
International Union for Pure and Applied Biophysics,Science,1961,Biophysics; Application,SPN,europe,230,Spain,Murcia,IUPAB,C,y,International Federations,NA,1,1,0,"WHO, UNESCO",50,8
Fundacion Internacional para la Restauracion de Ecosistemas,Environment; Development,2006,Ecology; Restoration,SPN,europe,230,Spain,Madrid,FIRE,F,f,Foundations,NA,5,5,0,NA,15,2
International Criminal Bar,Law,2002,Crime; Lawyers,SPN,europe,230,Spain,Barcelona,ICB,F,y,International Federations,NA,2,2,0,NA,21,5
